travelCode,userCode,from,to,flightType,price,time,distance,agency,date
1642,272,Jacksonville,Los Angeles,business,194.61,1.87,599,Rainbow,2024-08-22
1643,340,San Jose,Phoenix,firstClass,1385.97,6.78,2496,Cloudy,2023-07-13
1644,278,Seattle,Denver,economic,200.82,3.38,1311,AirGo,2024-10-04
1645,245,Chicago,Philadelphia,business,380.09,4.87,1540,SkyWay,2023-03-11
1646,186,Chicago,Atlanta,economic,365.36,6.49,2523,CloudFy,2024-10-02
1647,15,Dallas,Charlotte,economic,562.07,8.64,4037,CloudFy,2024-02-09
1648,487,Jacksonville,Columbus,firstClass,944.54,6.3,2340,AirGo,2024-09-21
1649,396,Denver,Columbus,business,542.1,4.44,1788,Rainbow,2024-05-24
1650,396,Columbus,New York,firstClass,556.45,3.43,1043,JetSet,2023-05-30
1651,156,Los Angeles,Fort Worth,firstClass,1939.71,8.36,3721,AirGo,2023-12-16
1652,302,Boston,Austin,firstClass,2008.68,9.97,4349,JetSet,2024-12-05
1653,273,Boston,Atlanta,economic,701.49,9.69,4344,SkyWay,2023-12-17
1654,263,Atlanta,Chicago,firstClass,1542.2,7.3,2697,CloudFy,2024-08-31
1655,266,Austin,Jacksonville,economic,285.89,5.15,2066,JetSet,2023-12-10
1656,456,Columbus,Dallas,firstClass,1657.83,9.45,3972,AirGo,2024-09-19
1657,409,Phoenix,Austin,economic,530.14,8.49,3461,Cloudy,2023-07-29
1658,127,Miami,Denver,economic,251.95,4.51,1460,CloudFy,2024-10-15
1659,478,Atlanta,Austin,economic,655.93,10.2,4571,SkyWay,2023-10-05
1660,495,Charlotte,Miami,firstClass,664.28,4.28,1698,Cloudy,2023-05-08
1661,233,Boston,Fort Worth,economic,183.97,2.87,1045,SkyWay,2024-05-21
1662,322,Miami,Dallas,business,917.57,8.69,3944,Cloudy,2024-03-13
1663,63,Atlanta,Houston,firstClass,1640.05,9.24,4081,FlyingDrops,2023-07-05
1664,402,Los Angeles,Chicago,economic,421.66,6.21,2772,Rainbow,2023-05-11
1665,369,Columbus,San Antonio,economic,138.85,2.49,990,FlyingDrops,2024-10-01
1666,476,San Jose,Charlotte,economic,373.05,5.61,2388,SkyWay,2023-10-01
1667,88,Jacksonville,San Diego,economic,95.63,2.71,688,AirGo,2023-08-14
1668,499,Fort Worth,San Antonio,business,153.23,3.22,642,FlyingDrops,2024-09-20
1669,313,Seattle,Houston,economic,335.28,6.8,2516,CloudFy,2024-04-15
1670,297,Philadelphia,Dallas,firstClass,725.37,3.26,1379,AirGo,2024-03-21
1671,365,Atlanta,Fort Worth,firstClass,1271.56,5.34,2248,Cloudy,2024-02-23
1672,278,Charlotte,Phoenix,business,1231.92,9.07,3649,AirGo,2023-01-24
1673,165,Dallas,San Antonio,business,1612.49,10.21,4526,Rainbow,2023-12-17
1674,74,Seattle,Boston,business,1161.87,9.11,3677,JetSet,2024-01-17
1675,141,Chicago,Columbus,economic,528.89,8.43,3809,CloudFy,2024-02-19
1676,125,San Jose,San Diego,firstClass,2301.57,10.63,4347,JetSet,2024-07-30
1677,11,Chicago,Seattle,business,187.93,2.44,679,Cloudy,2024-01-26
1678,188,Columbus,Seattle,firstClass,558.53,3.62,1232,FlyingDrops,2023-10-03
1679,272,Seattle,Philadelphia,economic,364.22,6.37,2295,AirGo,2024-09-05
1680,469,San Antonio,Los Angeles,firstClass,1486.54,7.54,3486,CloudFy,2024-12-25
1681,77,Chicago,Miami,economic,448.77,5.72,2551,FlyingDrops,2024-04-08
1682,35,Phoenix,Charlotte,firstClass,900.46,4.89,2023,CloudFy,2024-06-17
1683,459,Chicago,Los Angeles,business,573.64,4.81,1941,CloudFy,2024-03-09
1684,274,San Diego,New York,economic,142.61,2.86,1131,Rainbow,2023-07-03
1685,403,Charlotte,Miami,firstClass,1149.0,4.66,1965,Rainbow,2023-09-09
1686,202,Austin,Philadelphia,firstClass,2294.17,11.13,4704,CloudFy,2023-02-28
1687,428,Philadelphia,Los Angeles,firstClass,763.1,5.32,1777,FlyingDrops,2024-09-15
1688,128,Miami,Dallas,firstClass,1343.95,6.21,2513,CloudFy,2024-12-31
1689,410,Atlanta,Los Angeles,economic,492.8,7.89,3591,Cloudy,2024-06-25
1690,483,Fort Worth,Miami,business,1123.33,9.45,3808,SkyWay,2024-10-24
1691,86,Jacksonville,Atlanta,business,1159.15,9.27,3819,SkyWay,2024-02-22
1692,60,Seattle,Phoenix,economic,394.22,5.0,2194,SkyWay,2023-11-02
1693,385,Columbus,Fort Worth,firstClass,1316.37,6.97,2953,Rainbow,2023-07-23
1694,333,San Antonio,Charlotte,business,534.63,4.58,1705,AirGo,2023-05-24
1695,130,San Jose,Columbus,economic,222.48,3.85,1665,Cloudy,2024-03-25
1696,213,Fort Worth,Seattle,business,1102.08,9.68,4310,Rainbow,2023-05-14
1697,466,San Diego,Phoenix,business,309.61,3.6,1329,Cloudy,2024-04-21
1698,21,Columbus,Chicago,business,877.88,6.85,2908,AirGo,2024-05-03
1699,6,Seattle,Chicago,firstClass,1872.57,7.22,3215,Rainbow,2023-06-19
1700,191,Phoenix,Miami,firstClass,419.96,2.52,990,Rainbow,2024-06-17
1701,27,Charlotte,Fort Worth,firstClass,1914.98,9.56,4270,AirGo,2024-01-12
1702,19,Denver,Atlanta,economic,597.3,9.82,4091,JetSet,2024-06-10
1703,170,Boston,Atlanta,business,260.65,4.1,1051,JetSet,2024-01-22
1704,197,Charlotte,Dallas,economic,219.28,4.97,1664,FlyingDrops,2024-09-23
1705,215,Fort Worth,San Diego,economic,152.4,2.67,860,SkyWay,2023-07-19
1706,1,San Antonio,Charlotte,economic,540.83,9.31,3997,Rainbow,2023-08-04
1707,474,Philadelphia,Los Angeles,firstClass,1889.39,10.59,4453,JetSet,2023-06-19
1708,436,Seattle,Houston,economic,599.51,10.25,4265,Cloudy,2024-01-17
1709,324,Dallas,Atlanta,business,1731.62,11.81,4988,JetSet,2023-12-05
1710,116,Austin,Boston,economic,801.45,11.04,4760,AirGo,2023-09-09
1711,499,New York,Charlotte,firstClass,1335.81,6.45,2729,JetSet,2024-05-25
1712,285,Fort Worth,Los Angeles,business,780.39,7.62,2960,CloudFy,2023-06-01
1713,186,San Diego,Dallas,firstClass,933.5,5.4,1755,Cloudy,2024-06-01
1714,247,Fort Worth,Charlotte,business,839.8,7.37,3213,JetSet,2024-09-30
1715,243,Chicago,Jacksonville,economic,593.64,9.24,4068,Rainbow,2024-02-29
1716,476,Austin,Fort Worth,economic,522.21,6.9,3023,Cloudy,2024-05-18
1717,412,Miami,San Antonio,firstClass,1767.93,9.82,4023,CloudFy,2024-09-17
1718,43,Austin,Philadelphia,business,1122.12,7.75,3179,Rainbow,2023-04-14
1719,332,New York,Philadelphia,business,957.78,9.26,4010,CloudFy,2024-12-15
1720,348,Los Angeles,New York,firstClass,860.87,4.46,1954,JetSet,2024-01-11
1721,20,Jacksonville,Atlanta,economic,115.17,2.41,831,SkyWay,2023-04-13
1722,460,Chicago,Los Angeles,business,127.17,2.73,501,Cloudy,2023-06-24
1723,146,Seattle,Houston,firstClass,1424.36,7.2,2887,CloudFy,2024-09-19
1724,50,Chicago,Seattle,business,897.57,5.99,2629,Cloudy,2024-06-11
1725,84,Atlanta,San Diego,business,996.37,6.2,2824,JetSet,2024-11-11
1726,215,Seattle,Charlotte,firstClass,2436.86,10.3,4668,AirGo,2024-02-15
1727,80,San Diego,Austin,business,934.06,7.17,3175,Rainbow,2024-12-21
1728,77,Chicago,Los Angeles,business,548.61,3.65,1464,JetSet,2023-05-10
1729,210,Chicago,Austin,firstClass,1675.02,7.61,3121,Rainbow,2024-03-21
1730,81,Boston,Atlanta,firstClass,1159.22,6.28,2218,Cloudy,2024-01-08
1731,200,San Antonio,Fort Worth,economic,154.07,2.35,900,CloudFy,2023-09-16
1732,69,Seattle,Charlotte,business,1331.07,9.19,3756,AirGo,2024-04-05
1733,95,Austin,Charlotte,business,1039.52,8.09,3078,Rainbow,2024-12-17
1734,22,Philadelphia,San Jose,firstClass,754.49,3.76,1263,CloudFy,2023-06-01
1735,214,San Diego,Boston,business,1645.51,11.05,4557,Rainbow,2023-07-04
1736,54,New York,Fort Worth,business,929.68,8.32,3309,Cloudy,2023-01-03
1737,141,Denver,San Antonio,economic,272.78,4.42,1710,SkyWay,2024-06-01
1738,233,Fort Worth,Boston,business,775.73,5.37,2111,JetSet,2023-02-10
1739,171,Miami,Boston,firstClass,2346.93,11.82,4913,Rainbow,2023-10-19
1740,469,Columbus,Atlanta,business,361.73,3.24,1014,SkyWay,2024-04-19
1741,437,Miami,San Diego,firstClass,1028.96,5.82,2325,Rainbow,2024-10-29
1742,114,San Diego,Atlanta,firstClass,1846.15,8.37,3734,AirGo,2023-02-11
1743,275,Charlotte,San Diego,firstClass,305.98,2.18,518,AirGo,2023-10-08
1744,404,Boston,Columbus,economic,755.88,11.02,4610,FlyingDrops,2024-10-17
1745,438,Atlanta,Los Angeles,firstClass,1122.38,5.8,2248,CloudFy,2023-04-29
1746,351,Fort Worth,Miami,business,1032.02,7.15,3191,Cloudy,2023-01-15
1747,477,Chicago,Jacksonville,business,572.77,6.94,2511,JetSet,2023-05-13
1748,105,Dallas,Philadelphia,business,831.55,7.3,2894,JetSet,2024-03-12
1749,328,Philadelphia,Fort Worth,economic,437.02,6.69,2865,Rainbow,2024-07-15
1750,495,Chicago,Philadelphia,economic,65.33,2.98,527,CloudFy,2023-10-04
1751,239,Houston,Seattle,firstClass,841.0,4.24,1494,SkyWay,2024-07-01
1752,181,Houston,Denver,business,773.78,7.24,2779,CloudFy,2023-04-05
1753,412,Fort Worth,San Antonio,business,922.18,6.69,2550,AirGo,2024-09-27
1754,274,Chicago,Houston,economic,256.34,4.4,1694,CloudFy,2024-12-07
1755,54,Seattle,Jacksonville,economic,550.6,8.35,3286,AirGo,2024-03-18
1756,383,Denver,Fort Worth,economic,296.24,4.53,1872,JetSet,2024-08-23
1757,329,Chicago,Dallas,business,1335.94,10.43,4549,FlyingDrops,2023-11-26
1758,341,San Antonio,Los Angeles,economic,649.42,9.2,4210,FlyingDrops,2023-01-18
1759,69,Austin,Charlotte,business,198.41,3.07,560,AirGo,2023-03-29
1760,283,Houston,Boston,business,430.41,4.3,1454,JetSet,2024-07-20
1761,160,Austin,Houston,business,245.67,3.21,766,SkyWay,2023-09-09
1762,357,Columbus,San Jose,economic,189.49,3.33,1373,FlyingDrops,2023-05-21
1763,187,Fort Worth,Phoenix,firstClass,1956.59,8.34,3284,Rainbow,2024-06-27
1764,168,Seattle,San Jose,business,676.69,7.02,2956,CloudFy,2023-10-19
1765,394,Chicago,Philadelphia,business,315.84,3.68,1320,FlyingDrops,2023-09-28
1766,142,Austin,Houston,economic,279.27,5.85,2239,FlyingDrops,2023-02-20
1767,153,Boston,Miami,economic,860.4,11.89,4996,SkyWay,2024-07-13
1768,337,San Jose,Houston,firstClass,476.93,2.63,833,FlyingDrops,2023-04-06
1769,55,Dallas,Los Angeles,economic,187.81,2.77,1063,Cloudy,2023-01-05
1770,482,Los Angeles,Denver,firstClass,1661.82,8.96,3825,SkyWay,2024-08-28
1771,444,San Diego,Chicago,firstClass,1092.8,4.54,1879,Rainbow,2024-12-18
1772,261,New York,Denver,economic,272.72,3.83,1537,CloudFy,2024-11-29
1773,253,Columbus,New York,business,1490.23,11.38,4784,SkyWay,2023-07-12
1774,150,San Diego,Los Angeles,firstClass,1030.23,5.88,2228,FlyingDrops,2024-06-24
1775,316,Phoenix,Columbus,business,1038.01,9.61,3871,AirGo,2023-09-13
1776,98,Houston,Charlotte,firstClass,1834.0,9.65,4576,JetSet,2024-08-27
1777,128,Dallas,Phoenix,business,627.18,5.74,2010,CloudFy,2024-11-18
1778,495,Los Angeles,Dallas,economic,141.88,3.36,881,CloudFy,2023-05-17
1779,8,Dallas,Houston,business,173.94,2.52,523,Cloudy,2024-12-13
1780,445,Houston,Jacksonville,economic,680.32,9.04,4162,FlyingDrops,2023-05-07
1781,440,Austin,Charlotte,firstClass,2255.15,11.02,4750,JetSet,2023-07-26
1782,125,Phoenix,San Diego,firstClass,1780.71,7.57,3393,Cloudy,2024-11-09
1783,32,Seattle,Dallas,firstClass,425.24,2.68,900,AirGo,2023-06-12
1784,73,Los Angeles,Seattle,business,692.8,6.54,2868,FlyingDrops,2023-10-22
1785,301,Dallas,Philadelphia,firstClass,334.51,2.43,612,Cloudy,2023-03-08
1786,430,Jacksonville,San Jose,business,767.15,5.85,2337,Cloudy,2023-10-10
1787,400,Fort Worth,Dallas,economic,772.97,9.7,4435,CloudFy,2023-01-18
1788,370,Seattle,Fort Worth,economic,601.59,10.81,4675,FlyingDrops,2023-10-02
1789,383,Denver,Dallas,business,423.78,3.53,1309,Cloudy,2023-11-14
1790,388,New York,Houston,business,368.24,3.62,1377,JetSet,2023-09-08
1791,77,Boston,Atlanta,business,742.49,5.44,1998,Rainbow,2023-01-04
1792,376,Austin,Miami,firstClass,1379.02,7.09,3295,FlyingDrops,2023-04-22
1793,432,Columbus,Dallas,business,870.8,6.83,2727,SkyWay,2024-11-16
1794,167,Miami,Atlanta,firstClass,663.5,3.64,1287,Rainbow,2023-09-08
1795,491,Austin,Fort Worth,firstClass,1202.75,6.25,2475,SkyWay,2024-03-17
1796,240,New York,Houston,economic,278.97,4.09,1622,Cloudy,2023-07-29
1797,112,Boston,Chicago,economic,639.82,11.15,4993,FlyingDrops,2023-08-08
1798,330,Houston,Los Angeles,firstClass,277.9,3.07,595,SkyWay,2023-10-15
1799,413,Charlotte,San Antonio,economic,515.72,8.47,3291,FlyingDrops,2023-04-06
1800,86,Atlanta,Boston,business,812.67,5.52,2475,JetSet,2024-07-08
1801,299,New York,Denver,economic,488.02,9.58,3873,CloudFy,2024-05-30
1802,285,Miami,Dallas,economic,703.96,9.54,3998,JetSet,2024-04-08
1803,141,Philadelphia,New York,business,403.36,4.57,1298,CloudFy,2024-11-14
1804,102,Philadelphia,San Antonio,economic,114.62,3.34,870,CloudFy,2023-08-03
1805,372,San Jose,Seattle,economic,535.59,9.2,4182,JetSet,2023-05-01
1806,33,San Antonio,Fort Worth,business,855.99,7.66,2954,AirGo,2024-12-05
1807,351,Philadelphia,Denver,firstClass,215.19,1.88,562,AirGo,2023-06-29
1808,223,Columbus,Houston,economic,231.31,4.4,1790,CloudFy,2023-04-22
1809,487,Philadelphia,San Jose,business,1702.41,11.09,4761,SkyWay,2024-06-27
1810,291,Miami,Austin,firstClass,910.08,5.32,1789,CloudFy,2024-11-07
1811,475,Charlotte,Columbus,economic,562.25,9.21,4146,JetSet,2023-08-08
1812,448,New York,San Diego,firstClass,1447.28,6.91,2921,SkyWay,2023-04-04
1813,287,Houston,Philadelphia,economic,362.09,6.37,2382,Cloudy,2023-04-26
1814,410,Fort Worth,Atlanta,business,404.91,3.79,1607,CloudFy,2023-08-26
1815,43,San Diego,Los Angeles,business,1293.84,11.73,4953,FlyingDrops,2024-07-19
1816,23,Denver,Miami,economic,401.76,6.15,2627,Cloudy,2023-07-02
1817,320,Seattle,San Antonio,economic,289.09,6.16,2306,Cloudy,2023-06-01
1818,85,Chicago,Charlotte,business,1687.65,10.58,4978,JetSet,2024-04-16
1819,354,Dallas,Jacksonville,economic,128.61,3.19,771,Rainbow,2024-11-11
1820,42,New York,Houston,firstClass,1030.63,5.34,1851,Rainbow,2024-08-22
1821,30,San Antonio,Denver,economic,623.99,9.87,4096,AirGo,2024-01-16
1822,59,Atlanta,New York,business,469.35,5.43,1726,AirGo,2024-11-19
1823,308,Denver,San Jose,firstClass,1312.2,6.01,2636,JetSet,2023-06-01
1824,78,Miami,Boston,firstClass,1653.61,6.94,2852,CloudFy,2023-03-20
1825,223,San Jose,Boston,business,250.15,2.67,847,Cloudy,2024-06-03
1826,194,New York,Chicago,business,237.77,2.3,900,FlyingDrops,2023-09-09
1827,289,Austin,Chicago,firstClass,1931.71,10.36,4726,Rainbow,2024-01-22
1828,339,San Diego,Charlotte,economic,485.74,6.68,2707,Rainbow,2024-01-14
1829,321,Jacksonville,San Jose,economic,547.37,8.74,3574,Cloudy,2023-02-10
1830,236,Los Angeles,Charlotte,economic,423.09,6.05,2469,SkyWay,2024-07-25
1831,411,Jacksonville,New York,business,1128.09,10.39,4807,Rainbow,2023-10-02
1832,379,Houston,Columbus,firstClass,2415.26,10.35,4830,Rainbow,2024-06-25
1833,265,Dallas,San Jose,business,578.18,5.23,1953,CloudFy,2023-09-12
1834,34,Fort Worth,San Antonio,business,267.87,3.15,1025,CloudFy,2024-11-20
1835,375,Fort Worth,San Jose,business,611.06,5.08,1899,FlyingDrops,2024-11-13
1836,189,Columbus,San Jose,economic,97.13,2.2,669,JetSet,2023-05-14
1837,237,Denver,Columbus,economic,225.38,3.67,1352,AirGo,2023-03-26
1838,388,Los Angeles,Columbus,firstClass,2171.05,8.12,3693,FlyingDrops,2024-01-18
1839,350,Los Angeles,San Antonio,firstClass,1088.29,6.33,2376,CloudFy,2024-07-10
1840,211,San Jose,San Antonio,business,203.88,2.88,690,AirGo,2023-11-12
1841,375,Dallas,Austin,business,1756.96,10.95,4844,Rainbow,2023-08-20
1842,170,Jacksonville,San Diego,business,1609.04,10.48,4603,JetSet,2023-10-10
1843,352,Phoenix,Seattle,business,277.09,3.52,1004,JetSet,2023-10-24
1844,100,Los Angeles,Austin,economic,288.4,6.23,2176,AirGo,2023-12-30
1845,414,Denver,Dallas,business,749.69,7.99,3081,CloudFy,2023-08-16
1846,279,Houston,Chicago,economic,689.84,9.74,4225,Rainbow,2023-05-07
1847,69,Atlanta,San Antonio,economic,164.59,3.94,1248,Cloudy,2023-08-10
1848,471,Austin,San Diego,economic,625.99,9.44,3831,AirGo,2023-03-27
1849,440,Atlanta,Denver,firstClass,1261.49,8.35,3182,Cloudy,2024-05-27
1850,416,Boston,Denver,economic,77.79,3.04,587,Rainbow,2023-01-28
1851,269,Miami,Houston,firstClass,1574.33,8.47,3899,Rainbow,2024-09-03
1852,422,San Diego,Columbus,firstClass,2126.8,10.19,4368,SkyWay,2023-10-18
1853,69,Houston,Charlotte,economic,352.32,5.59,2250,Rainbow,2023-12-21
1854,396,Chicago,Austin,business,384.08,3.87,1080,SkyWay,2024-10-16
1855,176,San Jose,Houston,business,823.49,6.63,2894,AirGo,2024-05-03
1856,483,New York,Atlanta,economic,647.89,8.46,3836,CloudFy,2023-06-11
1857,215,Atlanta,Denver,economic,150.42,3.06,1102,Rainbow,2023-12-12
1858,425,Chicago,San Jose,economic,442.5,6.51,2908,FlyingDrops,2023-02-13
1859,266,New York,Jacksonville,economic,660.55,10.97,4533,JetSet,2023-02-17
1860,484,Houston,Phoenix,business,547.33,4.25,1555,CloudFy,2023-02-13
1861,419,Los Angeles,Boston,economic,598.66,8.0,3459,AirGo,2023-04-01
1862,52,New York,Columbus,economic,746.6,9.07,4232,CloudFy,2023-08-06
1863,94,San Antonio,San Jose,firstClass,1610.4,7.41,3414,Cloudy,2024-07-17
1864,319,Miami,Houston,firstClass,2243.36,10.09,4475,CloudFy,2023-05-27
1865,3,Denver,Dallas,firstClass,368.02,2.33,830,AirGo,2024-07-21
1866,468,Denver,Charlotte,economic,491.32,7.56,3306,SkyWay,2024-11-14
1867,371,Denver,Phoenix,firstClass,456.18,2.57,877,Rainbow,2024-09-21
1868,421,Los Angeles,Phoenix,business,1163.35,8.25,3535,Rainbow,2024-09-12
1869,479,Denver,Jacksonville,business,276.17,3.77,1031,Rainbow,2023-07-06
1870,320,Charlotte,Dallas,business,584.04,4.82,1856,JetSet,2024-08-09
1871,382,Columbus,Atlanta,firstClass,1520.78,7.6,2928,JetSet,2024-09-06
1872,197,Charlotte,Chicago,business,1000.53,6.56,2921,JetSet,2024-08-16
1873,455,Miami,San Diego,economic,441.35,7.76,3206,FlyingDrops,2024-05-27
1874,151,Miami,San Antonio,economic,350.75,4.78,2059,AirGo,2023-08-17
1875,243,Phoenix,Charlotte,firstClass,504.74,3.01,948,CloudFy,2024-07-25
1876,90,Fort Worth,Houston,firstClass,1497.3,9.8,3921,JetSet,2024-03-28
1877,340,San Antonio,Austin,business,611.09,6.02,2368,SkyWay,2024-11-17
1878,429,Jacksonville,San Diego,business,505.19,4.75,1634,AirGo,2023-01-18
1879,462,San Jose,New York,firstClass,1540.98,9.51,3838,JetSet,2023-05-26
1880,208,Miami,Columbus,firstClass,421.68,2.81,745,SkyWay,2023-05-31
1881,196,Jacksonville,Miami,business,450.6,4.55,1701,SkyWay,2024-07-17
1882,247,Fort Worth,Jacksonville,firstClass,464.42,4.08,1096,AirGo,2024-07-29
1883,293,Columbus,Houston,business,585.92,5.04,1693,FlyingDrops,2023-11-18
1884,408,Houston,San Jose,economic,346.45,6.47,2687,AirGo,2024-08-24
1885,245,San Jose,Boston,firstClass,467.85,3.45,832,AirGo,2023-06-18
1886,33,San Diego,New York,economic,675.46,10.57,4709,Rainbow,2024-02-03
1887,172,Houston,Columbus,business,700.91,4.92,2155,AirGo,2024-09-18
1888,42,New York,Chicago,economic,559.98,8.44,3573,FlyingDrops,2023-10-13
1889,442,Atlanta,Chicago,business,896.28,6.85,3132,JetSet,2023-07-01
1890,374,Denver,San Antonio,business,1317.98,9.73,4131,FlyingDrops,2023-02-21
1891,145,San Diego,San Jose,firstClass,302.03,3.12,637,Cloudy,2024-09-05
1892,344,Philadelphia,Los Angeles,business,1395.05,10.18,4178,CloudFy,2024-02-26
1893,372,Atlanta,Phoenix,firstClass,260.78,2.65,659,JetSet,2024-05-18
1894,394,Seattle,Fort Worth,economic,319.88,4.98,1818,AirGo,2023-03-10
1895,102,Dallas,New York,firstClass,2080.35,11.1,4792,CloudFy,2023-07-19
1896,104,Charlotte,San Diego,economic,220.22,5.1,1586,FlyingDrops,2023-06-25
1897,435,Fort Worth,Houston,firstClass,2379.07,11.81,4962,CloudFy,2023-07-29
1898,122,Houston,Chicago,business,444.6,4.18,1838,AirGo,2024-03-08
1899,193,Denver,Austin,economic,668.73,9.91,4331,Rainbow,2023-12-20
1900,136,San Antonio,San Diego,firstClass,551.42,4.05,1108,SkyWay,2023-11-11
1901,262,Los Angeles,San Antonio,business,1115.63,6.86,3146,Rainbow,2023-10-29
1902,350,Houston,Charlotte,firstClass,1212.7,7.66,2832,FlyingDrops,2023-07-29
1903,380,Houston,Columbus,firstClass,1984.04,10.41,4876,AirGo,2024-04-19
1904,48,Seattle,Boston,economic,345.01,4.67,2029,Cloudy,2024-10-16
1905,88,Miami,Boston,economic,181.52,4.12,1338,SkyWay,2024-03-05
1906,120,Boston,Austin,business,1483.95,10.72,4524,AirGo,2024-03-24
1907,279,Columbus,San Diego,business,877.01,6.79,2490,JetSet,2023-07-01
1908,253,Austin,Charlotte,economic,539.93,7.39,3272,AirGo,2023-01-24
1909,233,Miami,Boston,business,1460.27,9.13,4011,Cloudy,2023-05-02
1910,441,Los Angeles,Columbus,firstClass,1195.6,6.71,2432,AirGo,2023-05-31
1911,93,New York,Fort Worth,economic,447.84,8.47,3581,CloudFy,2023-06-25
1912,188,Jacksonville,Austin,business,512.34,4.24,1804,Rainbow,2024-11-06
1913,376,Austin,Miami,firstClass,633.44,4.25,1359,Rainbow,2023-06-03
1914,387,Denver,Philadelphia,economic,235.38,4.26,1636,SkyWay,2024-04-12
1915,320,Los Angeles,Miami,business,1293.49,11.41,4876,SkyWay,2024-03-16
1916,436,Boston,San Jose,business,154.23,3.19,632,FlyingDrops,2023-02-08
1917,129,Los Angeles,Dallas,business,1645.08,11.03,4942,SkyWay,2024-12-09
1918,323,San Jose,Phoenix,firstClass,1672.81,8.3,3266,Rainbow,2024-07-20
1919,356,Chicago,Austin,firstClass,2055.11,9.84,4201,JetSet,2023-02-06
1920,200,Charlotte,Chicago,firstClass,977.87,4.78,1966,Cloudy,2024-04-03
1921,195,San Antonio,Miami,business,643.88,4.6,2029,AirGo,2023-10-09
1922,278,Chicago,Houston,business,1304.37,9.8,4279,CloudFy,2024-01-29
1923,164,Atlanta,Miami,firstClass,2624.41,10.53,4643,SkyWay,2023-05-13
1924,269,Miami,San Antonio,firstClass,401.72,3.31,812,Rainbow,2024-11-28
1925,340,Fort Worth,Philadelphia,business,805.2,5.94,2445,AirGo,2023-01-31
1926,345,Jacksonville,Columbus,firstClass,1618.87,7.96,3218,Rainbow,2023-02-01
1927,138,Philadelphia,San Jose,business,536.48,5.55,1941,FlyingDrops,2024-01-19
1928,424,Philadelphia,Boston,firstClass,1790.92,9.94,4273,AirGo,2023-12-28
1929,379,Atlanta,San Jose,economic,322.52,6.49,2520,SkyWay,2024-06-29
1930,479,Dallas,Columbus,economic,364.37,5.51,2093,Rainbow,2024-08-09
1931,96,Austin,Columbus,economic,423.79,5.89,2635,SkyWay,2023-12-02
1932,207,Austin,Denver,economic,589.93,7.71,3312,SkyWay,2023-06-25
1933,115,San Diego,Dallas,firstClass,2562.0,11.09,4839,AirGo,2023-04-15
1934,251,Denver,Houston,business,847.66,8.46,3704,SkyWay,2024-10-23
1935,396,Dallas,Columbus,business,862.07,6.84,3157,JetSet,2024-05-14
1936,450,San Jose,Dallas,economic,88.62,1.92,562,JetSet,2023-05-03
1937,25,Denver,Atlanta,economic,222.53,4.72,1427,CloudFy,2023-06-18
1938,108,Denver,Austin,business,561.18,5.77,2433,Cloudy,2024-01-08
1939,104,San Jose,Chicago,firstClass,1302.96,6.99,2905,Rainbow,2023-12-02
1940,50,San Antonio,Philadelphia,firstClass,1087.54,6.24,2256,CloudFy,2024-06-21
1941,357,Columbus,Seattle,firstClass,450.34,2.27,875,AirGo,2023-06-03
1942,316,Houston,Austin,economic,102.94,3.24,788,SkyWay,2024-01-28
1943,388,Houston,Atlanta,business,1380.82,10.09,4373,Cloudy,2023-05-15
1944,439,New York,San Jose,firstClass,766.98,3.98,1563,AirGo,2024-07-25
1945,214,Jacksonville,Columbus,economic,248.73,5.14,1621,Rainbow,2024-03-14
1946,144,Austin,Atlanta,business,1141.5,9.49,3903,FlyingDrops,2024-03-28
1947,144,Philadelphia,Phoenix,firstClass,1947.82,7.8,3267,SkyWay,2024-11-16
1948,431,Austin,Atlanta,firstClass,1553.02,8.65,3479,SkyWay,2024-12-30
1949,496,San Jose,Philadelphia,business,493.18,4.07,1555,Rainbow,2023-05-02
1950,22,Columbus,Austin,economic,194.41,5.13,1615,CloudFy,2023-02-10
1951,491,San Jose,Fort Worth,business,849.09,6.14,2380,CloudFy,2023-03-16
1952,247,Phoenix,Houston,firstClass,1166.01,6.8,3099,Rainbow,2023-12-15
1953,146,Denver,San Antonio,business,1006.01,9.31,3987,FlyingDrops,2023-04-13
1954,74,San Jose,Boston,business,1156.86,8.35,3638,Cloudy,2024-05-17
1955,77,San Diego,Charlotte,firstClass,1813.22,9.81,4113,JetSet,2024-02-28
1956,148,New York,Philadelphia,firstClass,2517.85,11.42,4721,CloudFy,2024-01-13
1957,378,Chicago,Boston,economic,322.78,5.39,1916,CloudFy,2023-04-19
1958,4,San Antonio,Chicago,economic,369.45,5.69,2139,JetSet,2024-10-22
1959,126,San Jose,Chicago,economic,621.36,8.79,3589,Cloudy,2024-06-16
1960,273,Dallas,Denver,economic,320.71,5.92,2170,CloudFy,2023-01-25
1961,461,Seattle,Fort Worth,business,305.12,3.92,1213,FlyingDrops,2023-07-05
1962,137,Seattle,Charlotte,firstClass,1202.08,6.88,2632,Cloudy,2024-10-04
1963,419,Phoenix,Columbus,economic,120.51,2.52,767,AirGo,2024-06-07
1964,445,Charlotte,Fort Worth,business,702.59,6.54,2475,CloudFy,2024-07-16
1965,102,Charlotte,Houston,business,1274.12,9.44,4340,Cloudy,2023-08-09
1966,94,San Antonio,Atlanta,business,736.56,5.98,2024,CloudFy,2023-11-30
1967,376,Phoenix,Atlanta,business,804.85,6.12,2253,Cloudy,2023-04-14
